wiek;przychod;czas_na_stronie_min;liczba_wizyt;godzina_wejscia;dzien_tygodnia;typ_klienta;region;kupil
50;3779;53;10;17;3;powracajacy;centrum;0
30;3416;44;6;13;6;powracajacy;centrum;0
33;9445;15;11;3;4;nowy;poludnie;0
55;9476;36;16;16;6;nowy;wschod;0
50;9505;42;13;7;7;powracajacy;centrum;1
61;6829;54;14;3;2;nowy;polnoc;1
18;6952;57;16;12;4;nowy;zachod;0
58;2005;31;2;7;1;nowy;wschod;0
57;9492;6;19;22;2;powracajacy;centrum;0
53;8197;20;17;2;6;powracajacy;polnoc;0
42;7082;42;18;0;7;powracajacy;zachod;0
46;2327;52;16;14;1;powracajacy;polnoc;0
47;7668;56;8;23;6;nowy;wschod;0
31;5358;49;17;11;7;powracajacy;wschod;0
53;8616;18;11;19;1;powracajacy;wschod;0
28;9480;15;18;13;2;nowy;poludnie;0
69;4185;32;5;7;4;nowy;poludnie;1
67;1683;1;10;12;2;powracajacy;wschod;0
42;3709;3;4;9;4;vip;polnoc;0
48;8320;35;3;3;1;nowy;zachod;0
61;8098;19;14;22;7;nowy;polnoc;0
63;7805;18;11;19;4;nowy;zachod;0
54;8212;8;12;23;7;powracajacy;wschod;0
57;8335;45;13;16;7;powracajacy;centrum;0
54;4900;42;5;20;5;nowy;zachod;0
45;2053;42;3;11;7;powracajacy;zachod;0
51;6372;38;10;11;6;powracajacy;polnoc;0
18;6432;59;19;23;5;nowy;zachod;0
45;2517;13;3;21;1;nowy;poludnie;0
28;3233;20;6;5;2;powracajacy;wschod;0
48;7625;13;3;17;5;nowy;poludnie;1
68;5683;51;19;21;7;nowy;polnoc;0
59;6288;34;4;4;1;powracajacy;polnoc;0
60;4953;39;13;19;6;vip;polnoc;0
65;6342;6;5;1;2;nowy;poludnie;0
28;2102;14;10;11;4;nowy;poludnie;0
21;7231;50;17;5;7;nowy;zachod;0
26;2533;41;12;13;2;nowy;zachod;0
31;4641;2;6;18;1;nowy;zachod;0
24;7415;35;13;5;6;vip;centrum;0
39;5357;42;12;10;7;nowy;wschod;0
21;6403;55;1;21;3;powracajacy;zachod;0
53;8058;5;2;14;6;nowy;zachod;1
20;6377;39;3;17;4;nowy;wschod;0
41;9490;47;7;7;2;nowy;poludnie;0
39;1401;16;8;19;1;powracajacy;centrum;0
25;3682;3;2;21;5;powracajacy;zachod;0
25;8728;41;16;22;3;nowy;centrum;0
56;4142;7;18;21;7;nowy;wschod;0
69;5726;19;3;19;5;powracajacy;wschod;1
53;1446;40;18;13;1;powracajacy;centrum;0
49;9422;47;8;17;7;powracajacy;poludnie;0
50;2539;5;19;11;4;nowy;centrum;0
50;8598;2;6;16;3;vip;wschod;0
54;2115;24;3;2;4;powracajacy;polnoc;0
68;6236;54;4;10;2;nowy;centrum;0
56;6517;58;6;18;4;powracajacy;zachod;0
29;5619;24;9;22;6;nowy;centrum;0
43;7661;45;17;21;4;powracajacy;polnoc;0
50;6846;31;7;16;1;nowy;poludnie;0
25;8043;39;5;5;1;powracajacy;zachod;0
40;5705;32;3;10;2;powracajacy;wschod;0
20;2075;18;19;16;5;powracajacy;poludnie;1
48;8573;13;2;0;1;powracajacy;wschod;0
18;7485;47;16;16;2;nowy;wschod;0
61;2256;12;19;20;7;nowy;poludnie;0
47;8686;4;14;11;5;nowy;centrum;0
61;3090;56;10;3;1;nowy;poludnie;1
33;1824;7;15;17;5;nowy;centrum;1
28;7930;22;14;15;7;nowy;wschod;0
69;9955;25;12;23;6;powracajacy;zachod;0
26;8961;34;15;3;1;vip;centrum;0
50;3180;39;6;3;3;nowy;poludnie;0
69;9517;49;15;5;4;powracajacy;poludnie;1
24;7297;33;10;16;7;powracajacy;wschod;1
47;6998;50;7;4;6;nowy;zachod;0
61;8804;8;8;17;2;powracajacy;wschod;0
62;6906;10;8;14;7;nowy;poludnie;0
57;6076;35;9;13;1;powracajacy;wschod;0
62;1680;52;16;15;3;nowy;poludnie;0
28;4575;16;2;1;6;powracajacy;poludnie;1
55;2817;58;18;17;7;powracajacy;zachod;1
34;4367;59;1;18;1;nowy;polnoc;0
22;6311;15;16;12;1;powracajacy;wschod;0
46;7835;9;6;15;5;nowy;centrum;0
42;4487;45;2;3;2;powracajacy;poludnie;0
37;3140;13;12;10;7;powracajacy;zachod;0
29;1323;41;11;17;2;nowy;zachod;0
64;9003;52;15;8;7;powracajacy;centrum;0
35;6241;33;13;7;1;nowy;zachod;0
27;1084;58;14;20;5;nowy;polnoc;0
65;3745;10;8;4;6;powracajacy;polnoc;0
60;3830;33;15;15;5;nowy;wschod;0
39;3343;48;6;16;6;nowy;wschod;0
56;1546;50;10;6;2;powracajacy;polnoc;0
19;2948;46;4;0;4;powracajacy;wschod;0
20;7707;10;12;8;3;nowy;centrum;0
47;4899;38;14;10;7;nowy;polnoc;0
42;4191;41;10;15;4;powracajacy;zachod;0
28;8334;13;8;13;4;nowy;zachod;0
54;3828;57;19;1;6;powracajacy;zachod;0
46;7354;39;7;4;4;powracajacy;centrum;0
47;7849;7;7;7;5;nowy;polnoc;0
18;3607;57;17;17;4;powracajacy;poludnie;0
52;2907;28;6;12;4;powracajacy;zachod;0
57;2383;27;7;21;1;nowy;wschod;0
28;7802;2;15;22;6;powracajacy;wschod;0
37;9098;43;13;18;6;powracajacy;wschod;0
38;5023;58;16;5;3;powracajacy;zachod;0
34;4101;44;12;3;1;vip;centrum;0
20;1811;44;7;19;1;nowy;poludnie;0
52;7072;39;17;20;5;nowy;centrum;0
69;5361;34;1;10;4;powracajacy;centrum;0
18;3091;41;16;22;3;powracajacy;wschod;0
60;7457;23;18;18;6;powracajacy;centrum;1
47;3582;43;5;12;4;nowy;wschod;0
60;6206;39;3;3;3;powracajacy;centrum;0
39;2237;13;1;13;5;powracajacy;centrum;0
59;5369;7;15;22;3;nowy;polnoc;0
63;6642;7;4;23;4;nowy;zachod;0
46;7364;37;16;2;2;nowy;centrum;0
31;6551;23;14;3;4;nowy;centrum;0
33;3283;37;4;11;7;vip;centrum;1
59;4265;7;5;21;6;powracajacy;zachod;0
42;8977;30;2;20;2;nowy;wschod;0
57;9193;6;14;4;7;powracajacy;polnoc;0
25;3234;20;1;7;6;powracajacy;poludnie;1
47;6675;20;17;19;5;powracajacy;zachod;0
64;4433;58;3;12;2;nowy;zachod;0
59;2805;16;18;16;6;powracajacy;wschod;0
57;3573;3;14;11;3;powracajacy;poludnie;0
19;2434;3;11;23;1;powracajacy;centrum;0
21;1116;12;12;0;5;powracajacy;centrum;0
21;1454;19;15;3;7;nowy;poludnie;0
57;8231;20;8;10;3;nowy;centrum;0
42;5835;23;2;17;3;powracajacy;zachod;0
67;8505;41;9;19;3;nowy;centrum;0
66;7065;38;5;6;2;powracajacy;wschod;0
59;5548;50;4;7;3;nowy;zachod;1
50;1002;23;11;10;7;powracajacy;polnoc;0
62;6213;36;11;5;3;powracajacy;centrum;0
55;6686;48;3;6;7;powracajacy;centrum;0
41;6599;7;3;16;7;nowy;poludnie;0
36;7969;57;11;3;2;nowy;wschod;0
57;8258;11;12;2;2;nowy;polnoc;0
23;1315;57;2;7;5;powracajacy;poludnie;0
42;5774;17;19;10;5;nowy;wschod;0
24;3506;7;12;7;3;nowy;centrum;0
21;6483;58;6;10;5;powracajacy;centrum;0
25;7511;21;11;8;5;nowy;centrum;0
63;3107;51;16;0;1;nowy;poludnie;0
36;8016;6;5;23;1;nowy;centrum;0
65;1952;13;3;1;3;nowy;polnoc;0
43;6468;13;3;15;6;nowy;wschod;0
57;5801;57;8;13;5;nowy;polnoc;0
47;8651;51;4;10;6;powracajacy;zachod;0
43;9306;53;6;10;6;powracajacy;poludnie;1
51;6738;53;2;23;4;vip;centrum;1
40;6669;1;14;21;2;nowy;polnoc;0
62;2055;33;2;15;6;nowy;zachod;0
42;8150;1;10;11;5;vip;centrum;0
67;1207;23;12;3;5;powracajacy;poludnie;0
31;1338;51;19;14;4;powracajacy;poludnie;0
67;7897;2;7;21;2;powracajacy;poludnie;0
64;6082;59;16;4;1;nowy;centrum;0
19;6441;15;5;3;1;nowy;zachod;1
57;6583;6;14;9;7;powracajacy;centrum;0
28;2349;52;15;3;3;nowy;centrum;0
56;1841;14;2;18;3;nowy;poludnie;0
36;2803;56;16;16;1;nowy;poludnie;1
46;3535;14;2;16;2;nowy;centrum;0
22;2812;8;17;0;3;nowy;centrum;0
33;1526;50;19;12;7;powracajacy;polnoc;0
39;3172;6;9;8;1;nowy;polnoc;0
53;1156;27;14;16;3;nowy;polnoc;0
45;3191;39;1;4;6;nowy;zachod;0
28;3954;32;13;7;4;powracajacy;zachod;0
46;4497;22;4;4;1;powracajacy;wschod;0
65;2178;26;5;23;2;powracajacy;zachod;0
33;2593;51;8;13;2;powracajacy;polnoc;0
49;5838;24;18;14;6;powracajacy;polnoc;0
40;3196;55;17;5;6;nowy;zachod;0
35;8232;50;12;0;2;vip;zachod;1
20;2735;2;15;21;7;powracajacy;zachod;0
30;5103;55;19;19;5;vip;poludnie;1
47;9518;46;11;2;6;powracajacy;zachod;0
54;3041;4;5;3;4;vip;polnoc;0
59;4982;22;4;15;3;nowy;wschod;0
44;9983;11;10;14;5;nowy;poludnie;0
44;4183;42;12;16;5;powracajacy;poludnie;0
24;1895;2;3;8;5;powracajacy;polnoc;0
50;1558;34;14;14;2;nowy;centrum;0
20;1392;25;15;12;5;nowy;zachod;0
55;4036;46;11;19;6;nowy;wschod;0
55;4139;38;14;6;3;nowy;zachod;0
26;4576;17;17;23;1;powracajacy;centrum;0
64;1189;57;6;6;2;powracajacy;poludnie;1
44;5609;16;8;0;6;nowy;poludnie;0
65;2938;35;6;19;7;nowy;centrum;0
68;8033;27;6;11;1;nowy;zachod;0
59;2602;45;12;13;2;powracajacy;wschod;0
26;2258;12;1;22;4;powracajacy;poludnie;1
42;6533;58;5;12;7;nowy;centrum;0
69;2531;5;5;10;5;powracajacy;centrum;0
67;8237;1;13;4;1;nowy;polnoc;0
55;7280;2;19;12;7;nowy;polnoc;0
44;2036;1;12;13;7;powracajacy;centrum;0
18;5889;49;19;1;2;nowy;poludnie;0
45;1186;5;6;9;2;powracajacy;wschod;0
29;8298;49;5;22;2;powracajacy;wschod;1
26;3563;33;15;23;6;vip;centrum;0
60;2876;22;2;23;3;powracajacy;poludnie;0
40;4130;27;14;0;4;nowy;poludnie;0
45;8441;50;8;12;5;powracajacy;poludnie;1
39;6456;29;14;17;6;nowy;zachod;0
67;3039;21;6;11;7;nowy;poludnie;0
69;8291;34;8;13;3;nowy;poludnie;0
26;7182;53;10;7;5;nowy;polnoc;1
60;8805;38;8;22;3;powracajacy;zachod;0
35;5462;48;5;9;2;nowy;centrum;1
44;5353;45;3;5;7;powracajacy;poludnie;0
58;8351;14;8;11;1;powracajacy;zachod;0
26;7056;49;5;0;3;nowy;wschod;0
58;7290;41;19;6;4;powracajacy;centrum;0
33;3020;14;19;8;3;powracajacy;zachod;0
37;9526;27;17;0;7;powracajacy;wschod;0
53;6194;53;6;1;3;nowy;wschod;0
31;7063;25;5;12;6;powracajacy;centrum;0
58;7034;12;13;8;5;powracajacy;polnoc;0
41;4579;8;8;15;5;nowy;centrum;0
61;9575;11;15;3;4;powracajacy;polnoc;0
49;2390;39;11;3;4;nowy;polnoc;0
60;3491;22;6;14;4;powracajacy;centrum;0
45;5450;48;19;8;5;powracajacy;zachod;0
22;1976;41;17;13;3;powracajacy;wschod;0
24;2630;33;19;20;6;powracajacy;centrum;1
69;8939;9;5;11;3;powracajacy;wschod;0
39;2389;10;19;10;5;nowy;centrum;0
47;8010;40;9;3;2;powracajacy;zachod;0
38;2188;32;14;4;5;nowy;zachod;0
44;3157;6;3;4;2;nowy;polnoc;0
33;5461;36;7;0;7;powracajacy;poludnie;0
25;5254;52;9;22;1;powracajacy;poludnie;1
50;5325;9;12;5;2;nowy;centrum;0
62;4994;46;2;12;1;vip;zachod;0
64;9075;3;17;0;7;nowy;wschod;1
34;6001;47;17;4;5;powracajacy;polnoc;0
54;5200;2;15;18;1;nowy;centrum;0
52;5162;1;10;5;2;nowy;zachod;0
65;6378;11;11;12;7;powracajacy;centrum;0
67;9171;24;15;13;1;powracajacy;poludnie;0
52;5844;44;2;3;1;nowy;wschod;0
42;6961;57;2;21;6;powracajacy;centrum;0
65;4314;57;11;19;5;powracajacy;poludnie;1
19;1436;45;8;22;2;powracajacy;zachod;0
44;3665;16;18;17;3;powracajacy;centrum;0
64;1741;16;1;5;2;nowy;zachod;0
49;1867;52;12;0;6;nowy;zachod;0
57;8137;59;2;22;2;nowy;poludnie;1
49;1516;25;14;3;6;nowy;polnoc;0
28;1201;13;9;14;2;powracajacy;centrum;0
19;8530;19;12;18;7;nowy;wschod;0
35;2442;35;13;8;7;powracajacy;poludnie;0
39;8879;18;19;5;3;powracajacy;poludnie;0
36;6088;48;7;10;6;nowy;centrum;0
19;8349;21;11;8;7;nowy;zachod;0
64;6827;45;8;4;7;nowy;wschod;0
19;8466;53;15;0;3;nowy;poludnie;0
57;7790;39;1;20;3;nowy;centrum;0
68;5886;45;19;15;5;vip;centrum;0
68;9386;48;4;22;4;nowy;polnoc;0
38;1375;14;1;13;7;powracajacy;zachod;0
64;6026;23;17;11;4;nowy;zachod;0
50;9506;38;13;3;6;vip;centrum;0
62;7475;3;4;5;4;powracajacy;centrum;0
48;9054;46;12;2;7;powracajacy;centrum;1
41;7246;31;8;17;2;nowy;poludnie;0
26;1483;10;10;3;1;nowy;centrum;0
45;4902;44;6;8;3;nowy;wschod;0
18;8069;48;9;20;5;nowy;polnoc;1
27;3008;54;7;0;2;nowy;wschod;0
58;3472;24;18;11;3;nowy;poludnie;0
33;2372;40;4;5;4;nowy;poludnie;0
49;4519;28;6;16;4;powracajacy;poludnie;0
51;8135;4;19;12;3;nowy;poludnie;0
46;6528;53;7;13;3;nowy;wschod;0
24;1642;32;11;5;4;powracajacy;poludnie;0
59;1603;12;11;5;3;powracajacy;zachod;0
68;6238;58;13;19;6;powracajacy;wschod;0
34;9141;40;4;14;6;powracajacy;polnoc;1
36;8908;39;14;21;4;nowy;zachod;0
31;7014;7;16;22;5;nowy;wschod;0
46;9735;26;9;3;6;nowy;poludnie;0
59;9076;7;12;8;5;vip;wschod;0
58;1113;35;7;4;7;powracajacy;centrum;0
33;6458;26;2;1;3;powracajacy;centrum;0
61;6956;17;11;2;7;nowy;centrum;0
65;5801;21;3;14;7;nowy;wschod;0
59;5191;19;5;22;6;nowy;poludnie;0
25;9734;49;3;13;1;powracajacy;zachod;0
62;7164;12;3;22;7;nowy;zachod;0
20;9151;20;2;20;2;powracajacy;wschod;0
20;3815;42;13;2;3;vip;poludnie;0
38;5148;7;3;5;4;powracajacy;wschod;1
48;4446;26;2;12;6;nowy;poludnie;0
33;5522;20;17;9;6;nowy;wschod;1
36;1563;59;7;16;1;powracajacy;zachod;0
41;3346;5;11;0;6;nowy;poludnie;0
24;5067;31;4;16;5;powracajacy;poludnie;0
25;1704;38;8;21;2;powracajacy;centrum;0
43;5803;44;3;23;3;nowy;zachod;0
44;7463;25;16;17;7;powracajacy;poludnie;0
18;6642;35;5;21;2;powracajacy;poludnie;1
61;8803;12;8;14;7;powracajacy;zachod;0
31;4385;50;15;10;2;nowy;poludnie;0
37;8363;23;2;2;5;powracajacy;zachod;1
44;3123;58;13;5;4;nowy;poludnie;0
64;8462;37;17;3;2;powracajacy;zachod;0
57;2002;12;16;7;4;nowy;poludnie;0
45;3601;18;14;14;6;vip;wschod;0
23;7283;20;2;5;2;powracajacy;poludnie;0
61;6848;27;15;8;3;nowy;wschod;0
38;5361;17;6;10;3;nowy;wschod;0
65;4870;5;15;12;2;powracajacy;wschod;0
67;8831;31;7;23;3;nowy;wschod;0
59;3884;23;13;20;7;powracajacy;zachod;0
63;2666;40;5;4;5;powracajacy;poludnie;0
31;6200;12;7;7;3;powracajacy;zachod;1
30;5322;50;9;4;6;nowy;polnoc;1
38;3943;50;19;3;6;nowy;poludnie;0
45;9674;29;18;9;4;nowy;centrum;0
67;3563;50;9;7;1;powracajacy;wschod;0
40;1054;21;13;9;6;powracajacy;centrum;0
20;5404;9;4;4;3;nowy;poludnie;0
68;3860;18;2;12;7;powracajacy;zachod;0
45;3799;37;6;15;6;nowy;polnoc;0
30;3347;21;5;8;3;powracajacy;zachod;0
23;1851;29;14;8;3;nowy;poludnie;0
45;5944;47;4;9;6;nowy;poludnie;1
49;7765;13;11;18;2;powracajacy;wschod;0
35;4739;13;13;18;5;nowy;zachod;0
25;4021;35;15;6;4;powracajacy;poludnie;0
22;7363;54;5;22;6;nowy;poludnie;0
49;5650;18;3;8;7;nowy;poludnie;1
37;6741;14;7;15;4;nowy;wschod;0
53;7015;59;11;13;5;nowy;centrum;0
22;1200;6;16;8;5;vip;wschod;0
48;6807;8;14;9;5;nowy;wschod;0
20;2795;1;13;10;6;powracajacy;zachod;0
23;3798;41;15;3;2;nowy;polnoc;0
33;1579;23;1;11;2;powracajacy;wschod;0
65;2746;35;15;3;3;powracajacy;polnoc;0
23;9906;47;19;8;5;vip;wschod;0
67;9688;13;13;0;1;powracajacy;polnoc;0
43;7079;38;19;5;1;powracajacy;wschod;0
33;2231;35;5;2;3;powracajacy;wschod;0
56;8813;12;10;15;5;powracajacy;polnoc;0
41;6851;25;17;15;2;nowy;zachod;0
46;2721;33;10;20;3;vip;zachod;0
45;4513;59;6;23;2;vip;centrum;0
36;3541;15;5;20;3;powracajacy;polnoc;0
30;8605;47;16;3;4;powracajacy;zachod;0
63;9778;36;17;5;7;nowy;poludnie;0
50;4923;6;2;9;5;nowy;centrum;0
49;3771;38;1;0;2;powracajacy;wschod;0
30;6200;4;19;11;2;nowy;polnoc;0
28;1944;48;18;15;6;nowy;polnoc;0
64;2773;41;7;2;6;powracajacy;poludnie;0
51;4720;10;5;19;7;nowy;zachod;0
22;5725;29;9;22;2;powracajacy;poludnie;0
18;5192;12;16;17;4;nowy;zachod;0
55;4123;12;4;21;4;powracajacy;centrum;0
20;9608;26;2;10;3;powracajacy;centrum;1
21;9517;16;5;16;1;powracajacy;poludnie;0
51;4497;21;7;20;6;powracajacy;zachod;0
29;2270;2;9;12;1;nowy;zachod;0
20;4118;18;17;22;1;nowy;polnoc;0
57;3255;18;9;3;1;nowy;centrum;0
60;6959;34;8;6;2;nowy;zachod;0
54;8910;54;6;14;6;nowy;polnoc;0
26;2667;23;15;15;2;nowy;wschod;0
56;2268;47;19;17;6;nowy;poludnie;0
27;6280;49;10;11;5;vip;wschod;1
66;5858;52;16;0;2;powracajacy;centrum;0
31;1931;16;5;20;3;powracajacy;zachod;0
68;5651;4;12;16;6;nowy;wschod;0
68;1737;42;14;5;1;powracajacy;zachod;0
60;1612;42;3;23;1;powracajacy;zachod;0
46;5485;12;3;9;4;nowy;poludnie;0
48;7263;54;19;1;6;powracajacy;centrum;0
19;2802;4;8;22;1;vip;centrum;0
57;4154;17;2;8;2;nowy;centrum;0
65;4822;55;18;10;3;powracajacy;zachod;0
47;9718;43;19;8;3;powracajacy;poludnie;0
50;1819;20;17;12;6;powracajacy;zachod;0
34;1312;53;2;9;5;nowy;poludnie;0
44;1114;53;13;7;7;nowy;centrum;0
55;2283;21;13;17;2;nowy;centrum;0
56;8840;25;14;12;5;nowy;wschod;0
66;1975;48;9;9;6;nowy;poludnie;0
22;1988;17;11;17;7;powracajacy;zachod;0
58;8524;10;19;14;4;vip;polnoc;0
34;8241;43;8;20;5;nowy;centrum;1
24;5206;47;11;20;7;powracajacy;wschod;0
26;3908;11;18;6;3;powracajacy;zachod;0
60;2119;14;17;8;6;nowy;poludnie;0
39;9697;34;16;13;6;nowy;poludnie;0
54;6461;28;9;10;6;nowy;zachod;0
32;1705;58;17;18;6;powracajacy;wschod;1
63;2193;50;13;8;5;powracajacy;polnoc;0
58;8826;47;6;22;6;powracajacy;wschod;1
31;5342;51;18;10;5;nowy;poludnie;0
42;1528;46;9;5;2;powracajacy;polnoc;0
58;4115;58;7;23;6;nowy;wschod;0
32;6755;39;11;16;3;nowy;zachod;0
21;9851;1;1;3;5;powracajacy;poludnie;0
25;8074;34;12;7;3;powracajacy;polnoc;0
53;6832;39;5;7;1;nowy;wschod;0
55;9405;18;4;18;3;vip;zachod;1
29;6351;1;13;8;3;powracajacy;poludnie;0
41;8787;52;3;8;3;nowy;zachod;1
37;5879;12;1;23;1;powracajacy;polnoc;0
32;3472;53;6;13;4;nowy;zachod;0
64;5227;49;11;5;4;nowy;zachod;1
42;2420;49;5;20;1;nowy;wschod;0
31;5863;43;12;11;2;nowy;polnoc;0
56;8661;39;15;18;5;nowy;zachod;0
46;3084;17;19;0;3;powracajacy;zachod;0
53;4958;23;11;8;1;powracajacy;poludnie;0
35;2476;13;10;14;7;powracajacy;polnoc;0
60;5800;23;4;23;3;nowy;wschod;0
58;2295;52;13;1;3;nowy;poludnie;0
40;8285;14;19;11;7;powracajacy;centrum;1
50;4437;7;11;15;3;powracajacy;zachod;0
46;6762;35;7;22;1;nowy;poludnie;0
21;7709;35;17;23;2;nowy;zachod;0
25;4515;56;5;21;7;nowy;polnoc;0
67;3420;34;9;5;5;powracajacy;centrum;0
56;8584;59;3;1;7;nowy;polnoc;0
56;8015;43;7;5;1;nowy;centrum;0
32;8204;32;11;21;1;powracajacy;wschod;0
43;9807;9;12;11;7;nowy;poludnie;0
69;1129;59;8;12;7;powracajacy;polnoc;0
30;1322;35;5;3;5;nowy;centrum;0
56;6819;45;16;23;7;powracajacy;centrum;0
64;5524;34;1;21;7;powracajacy;zachod;0
55;1052;13;4;22;7;nowy;wschod;0
20;9369;12;1;1;2;nowy;centrum;0
64;1605;15;1;6;6;nowy;zachod;0
66;6335;19;12;18;4;vip;centrum;1
32;6606;42;12;21;4;nowy;centrum;0
21;4080;41;17;21;2;nowy;wschod;0
47;2941;39;17;22;5;powracajacy;poludnie;0
56;8864;13;17;4;5;nowy;wschod;0
41;1932;9;2;23;3;nowy;poludnie;0
42;3566;5;6;10;2;vip;polnoc;1
22;7422;47;2;15;5;nowy;polnoc;0
66;2952;46;10;20;4;powracajacy;polnoc;0
56;5955;47;9;13;3;nowy;poludnie;0
59;1897;30;11;10;1;nowy;zachod;0
40;9030;45;6;6;2;powracajacy;centrum;0
59;6423;40;18;13;4;nowy;centrum;0
18;8873;12;1;13;2;nowy;polnoc;0
29;3520;30;15;2;4;nowy;polnoc;0
33;2700;25;15;12;3;nowy;zachod;0
41;4709;16;19;19;7;nowy;centrum;0
69;9261;29;5;13;6;nowy;polnoc;0
37;5977;25;13;2;4;nowy;wschod;0
48;3120;5;2;16;4;powracajacy;polnoc;0
55;7584;11;12;10;2;powracajacy;poludnie;0
53;3490;21;10;19;4;powracajacy;poludnie;0
37;8545;9;1;4;5;nowy;zachod;1
52;2389;44;18;13;3;powracajacy;polnoc;0
28;3235;57;14;11;5;vip;poludnie;1
53;6707;51;12;10;6;vip;wschod;0
52;1956;22;6;16;7;nowy;centrum;0
38;8477;4;15;23;5;nowy;zachod;0
40;5736;50;9;0;3;powracajacy;wschod;0
27;8643;3;6;4;3;powracajacy;polnoc;0
52;4481;10;3;8;5;powracajacy;centrum;0
30;3454;6;19;5;1;nowy;polnoc;0
32;2617;38;11;8;1;nowy;wschod;0
65;5226;9;5;13;2;nowy;poludnie;0
51;8607;25;6;9;6;vip;wschod;0
68;5515;45;16;18;5;nowy;centrum;0
44;3792;1;9;13;7;powracajacy;poludnie;0
33;5749;35;8;6;7;powracajacy;wschod;0
42;9836;22;11;16;6;powracajacy;poludnie;0
23;4955;15;1;21;7;nowy;polnoc;0
20;8860;13;10;1;4;powracajacy;wschod;0
40;1852;16;9;21;2;powracajacy;zachod;0
62;1080;46;3;14;5;nowy;polnoc;0
30;1135;57;4;3;2;nowy;centrum;0
61;5981;45;15;4;3;nowy;poludnie;0
42;4612;38;18;4;3;nowy;polnoc;0
54;1308;49;1;7;4;powracajacy;centrum;0
51;9699;38;5;11;7;nowy;zachod;0
58;8101;36;2;23;3;vip;centrum;1
54;2897;27;8;6;2;nowy;centrum;0
46;1568;54;18;4;5;nowy;centrum;1
43;3305;19;4;15;6;vip;poludnie;0
41;3898;31;9;21;3;nowy;zachod;0
35;9585;19;5;21;2;vip;polnoc;1
23;4829;4;16;11;6;nowy;wschod;0
21;7969;37;13;10;4;vip;poludnie;1
46;7868;4;15;20;7;powracajacy;zachod;1
30;1398;1;18;17;7;powracajacy;polnoc;0
18;9994;55;10;13;6;vip;zachod;1
20;6536;54;3;19;4;nowy;polnoc;0
56;4902;2;12;23;6;nowy;wschod;0
32;9570;24;2;21;4;nowy;zachod;1
22;7195;5;9;3;5;nowy;poludnie;0
21;1555;39;8;23;2;powracajacy;centrum;0
52;7333;47;15;23;2;vip;centrum;0
25;1655;49;16;19;7;nowy;poludnie;0
64;4118;14;15;7;5;powracajacy;zachod;0
27;4571;7;12;4;7;powracajacy;poludnie;0
46;8643;37;6;11;7;nowy;centrum;0
18;9509;5;17;23;7;nowy;wschod;0
50;2643;44;7;8;2;powracajacy;wschod;0
48;1921;18;16;22;7;nowy;centrum;0
31;4281;6;17;14;7;powracajacy;wschod;0
28;5138;13;4;1;2;powracajacy;poludnie;0
34;6735;14;2;17;2;vip;centrum;1
34;8570;23;19;11;2;powracajacy;polnoc;0
35;1817;25;9;13;1;powracajacy;poludnie;0
45;4840;37;7;8;7;powracajacy;poludnie;0
58;2917;23;17;10;1;nowy;wschod;0
58;6968;9;9;23;6;powracajacy;poludnie;0
21;7001;7;10;8;6;nowy;centrum;0
64;6503;56;9;8;2;vip;poludnie;0
31;9941;54;1;9;2;nowy;zachod;0
53;1317;46;5;12;2;nowy;centrum;0
29;6378;5;11;4;4;powracajacy;zachod;0
60;6602;45;7;9;4;nowy;centrum;0
38;8942;2;5;7;3;nowy;zachod;0
36;9531;13;14;9;4;nowy;centrum;0
22;6706;45;4;11;2;nowy;polnoc;0
46;8555;11;5;14;2;nowy;centrum;1
64;9327;30;8;13;2;nowy;poludnie;0
29;7373;21;4;17;3;powracajacy;wschod;0
68;6965;19;4;18;5;nowy;zachod;0
63;9717;7;4;23;4;nowy;polnoc;0
49;6927;30;15;4;4;nowy;centrum;0
29;5345;23;18;23;1;nowy;polnoc;0
61;3725;19;13;19;1;nowy;zachod;0
64;7760;37;11;17;7;nowy;polnoc;0
23;9737;27;1;12;5;nowy;poludnie;1
44;8003;42;6;2;3;nowy;centrum;0
48;5218;50;17;19;6;powracajacy;wschod;0
20;4347;36;3;16;7;powracajacy;centrum;0
35;1508;48;3;5;4;nowy;poludnie;0
49;4774;32;13;11;1;nowy;wschod;0
39;9171;20;7;0;1;nowy;polnoc;0
66;7823;35;10;13;4;nowy;polnoc;0
31;6647;52;10;2;1;nowy;zachod;0
57;7218;14;9;17;4;nowy;poludnie;0
28;9643;27;3;22;4;powracajacy;polnoc;0
56;8308;3;11;14;6;powracajacy;poludnie;0
21;8585;31;3;23;1;powracajacy;polnoc;0
34;7813;11;9;1;3;powracajacy;polnoc;0
34;7900;28;7;19;5;powracajacy;polnoc;0
47;6709;26;19;18;5;nowy;centrum;0
32;3755;48;14;3;3;nowy;centrum;0
38;7276;25;5;7;7;powracajacy;zachod;0
39;6959;32;13;18;6;vip;zachod;0
39;7752;20;18;23;5;nowy;zachod;0
41;6779;25;4;5;6;nowy;wschod;0
69;7179;28;12;13;5;nowy;poludnie;0
54;9253;16;3;11;4;powracajacy;centrum;0
60;8430;51;18;7;4;powracajacy;wschod;0
68;5700;2;8;20;5;nowy;centrum;0
68;4197;53;5;1;1;nowy;centrum;0
25;3520;34;5;4;6;powracajacy;poludnie;1
36;8686;40;3;23;7;nowy;wschod;1
26;9403;29;2;23;5;powracajacy;wschod;0
26;6407;4;8;23;6;nowy;wschod;0
